#SampleID	env_package	empo_1	empo_2	empo_3	is_emp	is_agp
2192.H05b.Bedroom.Floor.2452.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H06a.Nose.3033.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H05b.Kitchen.Counter.2881.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H04a.Kitchen.Counter.1921.lane6.NoIndex.L006	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H03a.Bathroom.Door.Knob.1422.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H01a.Nose.249.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H06b.Kitchen.Counter.3361.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000035166	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H03a.Nose.1311.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H06b.Hand.3322.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H07b.Kitchen.Light.Switch.4131.lane6.NoIndex.L006	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000005160	human-skin	Host-associated	Animal	Animal surface	False	True
864.15.OTC.addV.noG.addW.lane2.NoIndex.r	soil	Free-living	Non-saline	Soil (non-saline)	True	False
2192.H03a.Kitchen.Counter.1465.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H01a.Hand.16.lane1.NoIndex.L001	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H07a.Kitchen.Light.Switch.3747.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000010413	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H02a.Foot.848.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H01a.Nose.162.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H07a.Kitchen.Floor.3674.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000026496	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H01a.Hand.274.lane2.NoIndex.L002	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H05b.Kitchen.Counter.2617.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H06b.Kitchen.Counter.3289.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H01a.Nose.273.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H06b.Foot.3110.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H07b.Foot.4064.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H04a.Kitchen.Light.Switch.1875.lane6.NoIndex.L006	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H04a.Dog.Nose.1944.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
1747.jordy.409305.forehead	host-associated	Host-associated	Animal	Animal surface	True	False
2192.H05b.Foot.2528.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H03a.Foot.1262.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000103686	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H02a.Front.Door.Knob.653.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H07b.Front.Door.Knob.3941.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H01a.Nose.15.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000012621	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H02a.Hand.847.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000015308	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H01a.Foot.17.lane1.NoIndex.L001	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H05b.Front.Door.Knob.2693.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H07b.Cat.Fur.3974.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000066836	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000007651	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H03a.Kitchen.Counter.1321.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000097164	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H04a.Bathroom.Door.Knob.1830.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H06a.Bedroom.Floor.3004.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H05b.Kitchen.Floor.2570.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000042822	human-oral	Host-associated	Animal	Animal secretion	False	True
10317.000113762	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000113068	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H07b.Foot.4136.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H07b.Bathroom.Door.Knob.4086.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H05b.Bedroom.Floor.2812.lane6.NoIndex.L006	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H07b.Front.Door.Knob.3989.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H04a.Nose.2004.lane5.NoIndex.L005	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000097811	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H03a.Kitchen.Counter.1249.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H05b.Foot.2699.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H02a.Front.Door.Knob.869.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H05b.Nose.2817.lane5.NoIndex.L005	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H01a.Hand.304.lane2.NoIndex.L002	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H03a.Foot.1520.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000026049	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H04a.Kitchen.Counter.1801.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H04a.Kitchen.Light.Switch.1851.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H05b.Nose.2961.lane5.NoIndex.L005	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000005765	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H05b.Bathroom.Door.Knob.2646.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000047898	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H07b.Nose.4188.lane1.NoIndex.L001	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H04a.Bathroom.Door.Knob.1806.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H07a.Cat.Paw.3733.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
894.OS557.lane3.NoIndex.L003	host-associated	Host-associated	Animal	Animal distal gut	True	False
2192.H05b.Hand.2983.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000099237	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H01a.Front.Door.Knob.101.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000112221	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H03a.Bathroom.Door.Knob.1278.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H04a.Dog.Nose.1821.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000054110	human-oral	Host-associated	Animal	Animal secretion	False	True
2192.H01a.Hand.256.lane2.NoIndex.L002	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000012659	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000007796	human-skin	Host-associated	Animal	Animal surface	False	True
864.12.OTC.addV.noG.addW.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
2192.H01a.Front.Door.Knob.293.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H02a.Kitchen.Counter.625.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
894.YY997.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut	True	False
2192.H04a.Dog.Foot.1844.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000069068	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000074254	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H05b.Foot.2624.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H05a.Nose.2436.lane5.NoIndex.L005	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H02a.Foot.728.lane2.NoIndex.L002	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000017627	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H05b.Nose.2868.lane5.NoIndex.L005	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H07a.Front.Door.Knob.3749.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000063181	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000049890	human-oral	Host-associated	Animal	Animal secretion	False	True
2192.H01a.Hand.277.lane2.NoIndex.L002	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000033472	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000023273	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000063159	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H03a.Foot.1214.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000009353	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000028314	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H07b.Front.Door.Knob.4181.lane6.NoIndex.L006	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000015867	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H06b.Bedroom.Floor.3052.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000003317	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000049730	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000065440	human-oral	Host-associated	Animal	Animal secretion	False	True
2192.H03a.Bedroom.Floor.1204.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H05b.Front.Door.Knob.2573.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H04a.Bedroom.Floor.2044.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H01a.Foot.11.lane1.NoIndex.L001	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H03a.Front.Door.Knob.1253.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H02a.Front.Door.Knob.677.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000108978	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H01a.Hand.106.lane2.NoIndex.L002	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H01a.Foot.179.lane2.NoIndex.L002	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000093120	human-oral	Host-associated	Animal	Animal secretion	False	True
2192.H07b.Hand.4090.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H04a.Foot.1808.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H05b.Foot.2840.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000052416	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000005637	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000007401	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000070801	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000010285	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000046278	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H01a.Foot.107.lane2.NoIndex.L002	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000007337	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H07a.Foot.3728.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H05b.Hand.2866.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000003818	human-oral	Host-associated	Animal	Animal secretion	False	True
2192.H05b.Nose.2796.lane5.NoIndex.L005	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H03a.Nose.1239.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H07b.Bathroom.Door.Knob.4038.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H04a.Kitchen.Light.Switch.2091.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H07b.Cat.Paw.3997.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
1673.MBS61		Free-living	Saline	Sediment (saline)	True	False
10317.000007374	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000029328	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H07b.Hand.4039.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000063255	human-skin	Host-associated	Animal	Animal surface	False	True
