relativeIndex	absoluteIndex	id	name	parentId	description
161	179	CHEMONT:0000179	Hippuric acids and derivatives	CHEMONT:0000178	Compounds containing a hippuric acid or a derivative, with a structure characterized the presence of a benzoyl group linked to the N-terminal of a glycine.
162	181	CHEMONT:0000181	Tetracyclines	CHEMONT:0000261	Polyketides having an octahydrotetracene-2-carboxamide skeleton, substituted with many hydroxy and other groups.
163	182	CHEMONT:0000182	Catecholamines and derivatives	CHEMONT:0000135	Compounds containing 4-(2-Aminoethyl)pyrocatechol [4-(2-aminoethyl)benzene-1,2-diol] or a derivative thereof formed by substitution.
164	183	CHEMONT:0000183	Tryptamines and derivatives	CHEMONT:0000211	Compounds containing the tryptamine backbone, which is structurally characterized by an indole ring substituted at the 3-position by an ethanamine.
165	185	CHEMONT:0000185	Phenylmethylamines	CHEMONT:0002279	Compounds containing a phenylmethtylamine moiety, which consists of a phenyl group substituted by an methanamine.
166	186	CHEMONT:0000186	Phenethylamines	CHEMONT:0002279	Compounds containing a phenethylamine moiety, which consists of a phenyl group substituted at the second position by an ethan-1-amine.
167	187	CHEMONT:0000187	Phenylpropylamines	CHEMONT:0002279	Compounds containing a phenylpropylamine moiety, which consists of a phenyl group substituted at the third carbon by an propan-1-amine.
168	188	CHEMONT:0000188	Amphetamines and derivatives	CHEMONT:0000186	Organic compounds containing or derived from 1-phenylpropan-2-amine.
169	189	CHEMONT:0000189	Piperazines	CHEMONT:0002389	Compounds containing a piperazine ring, which is a saturated aliphatic six-member heterocyclic with two nitrogen atoms at positions 1 and 4, as well as four carbon atoms.
170	190	CHEMONT:0000190	Methoxyphenols	CHEMONT:0000134	Compounds containing a methoxy group attached to the benzene ring of a phenol moiety.
171	191	CHEMONT:0000191	Diazaspirononane derivatives	CHEMONT:0000002	Organic heterocyclic compounds that contain a nine-membered saturated bicyclic moiety, consisting of two aliphatic saturated rings in a spiro-configuration, each of which contain a nitrogen atom. The bicyclic moiety is made up of two nitrogen and seven carbon atoms.
172	193	CHEMONT:0000193	Dioxoles	CHEMONT:0000002	Compounds containing a dioxole ring, which is a five-membered unsaturated ring of two oxygen atoms and three carbon atoms. The dioxoles are divided in meta-dioxoles, and ortho-dioxoles.
173	194	CHEMONT:0000194	Nitrofurans	CHEMONT:0000076	Compounds containing a furan ring which bears a nitro group.
174	195	CHEMONT:0000195	Piperidines	CHEMONT:0000002	Compounds containing a piperidine ring, which is a saturated aliphatic six-member ring with one nitrogen atom and five carbon atoms.
175	196	CHEMONT:0000196	Oxazolidinones	CHEMONT:0000108	Compounds containing an oxazolidinone moiety, which is an oxazolidine bearing a ketone group.
176	197	CHEMONT:0000197	Oxazolidinediones	CHEMONT:0000196	Compounds containing an oxazolidine ring which bears two ketones.
177	198	CHEMONT:0000198	Oligosaccharides	CHEMONT:0000011	Carbohydrates made up of 3 to 10 monosaccharide units linked to each other through glycosidic bonds.
178	199	CHEMONT:0000199	Thioxanthenes	CHEMONT:0003413	Organic polycyclic compounds containing a thioxanthene moiety, which is an aromatic tricycle derived from xanthene by replacing the oxygen atom with a sulfur atom.
179	200	CHEMONT:0000200	Xanthenes	CHEMONT:0002817	Polycyclic aromatic compounds containing a xanthene moiety, which consists of two benzene rings joined to each other by a pyran ring.
180	202	CHEMONT:0000202	Psoralens	CHEMONT:0002569	Organic compounds containing a psoralen moiety, which consists of a furan fused to a chromenone to for 7H-furo[3,2-g]chromen-7-one.
181	203	CHEMONT:0000203	Thioxanthones	CHEMONT:0000199	Compounds containing a thioxanthene moiety which bears an ketone group.
182	204	CHEMONT:0000204	Xanthones	CHEMONT:0000200	Polycyclic aromatic compounds containing a xanthene moiety conjugated to a ketone group at carbon 9. Xanthene is a tricyclic compound made up of two benzene rings linearly fused to each other through a pyran ring.
183	205	CHEMONT:0000205	Pyrazolones	CHEMONT:0000088	Compounds containing a pyrazole ring which bears a ketone.
184	206	CHEMONT:0000206	Cinnolines	CHEMONT:0004789	Organic aromatic compounds containing a benzene fused to a pyridazine ring.
185	207	CHEMONT:0000207	Phthalazines	CHEMONT:0004789	Compounds containing a phthalazine moiety, which consists of a benzene ring fused to a pyridazine, forming a 2,3-benzodiazine skeleton.
186	208	CHEMONT:0000208	Pyridazinones	CHEMONT:0000074	Compounds containing a pyridazine ring which bears a ketone.
187	209	CHEMONT:0000209	Phthalazinones	CHEMONT:0000207	Compounds containing a phthalazine bearing a ketone group.
188	210	CHEMONT:0000210	Carbazoles	CHEMONT:0000211	Compounds containing a three ring system containing a pyrrole ring fused on either side to a benzene ring.
189	211	CHEMONT:0000211	Indoles and derivatives	CHEMONT:0000002	Organic compounds containing an indole, which is a bicyclic ring system made up of a six-membered benzene ring fused to a five-membered nitrogen-containing pyrrole ring.
190	212	CHEMONT:0000212	Porphyrins	CHEMONT:0001455	Compounds containing a fundamental skeleton of four pyrrole nuclei united through the alpha-positions by four methine groups to form a macrocyclic structure.
191	213	CHEMONT:0000213	Pyrrolopyridines	CHEMONT:0000002	Compounds containing a pyrrolopyridine moiety, which consists of a pyrrole ring fused to a pyridine. Pyrrole is 5-membered ring consisting of four carbon atoms and one nitrogen atom. Pyridine is a 6-membered ring consisting of five carbon atoms and one nitrogen center.
192	215	CHEMONT:0000215	Sugar acids and derivatives	CHEMONT:0000011	Compounds containing a saccharide unit which bears a carboxylic acid group.
193	216	CHEMONT:0000216	Indolizines	CHEMONT:0000213	Polycyclic  compounds containing an indolizine moiety, which is characterized by the presence of a pyrrole ring fused to a pyridine(Pyrrolo[1,2-a]pyridine).
194	217	CHEMONT:0000217	Pyrazolidines	CHEMONT:0002491	Compounds containing a pyrazolidine ring, which is a five-member saturated aliphatic ring with two nitrogen atoms (at positions 1 and 2) and three carbon atoms.
195	218	CHEMONT:0000218	Pyrrolidines	CHEMONT:0000002	Compounds containing a pyrrolidine ring, which is a five-membered saturated aliphatic heterocycle with one nitrogen atom and four carbon atoms.
196	219	CHEMONT:0000219	Pyrrolizines	CHEMONT:0000002	Compounds containing a pyrrolizine moiety, which consists of a pyrrole ring fused to a pyrrolidine ring.
197	220	CHEMONT:0000220	Pyrrolizidines	CHEMONT:0000002	Compounds containing a pyrrolizidine, which is a bicyclic ring system made up of two fused pyrrolidine ring sharing a nitrogen atom.
198	221	CHEMONT:0000221	Quinolizidines	CHEMONT:0000002	Compounds containing a quinolizidine moiety, which is a  octahydro-2H-quinolizine derivative.
199	222	CHEMONT:0000222	Quinolizines	CHEMONT:0000002	Compounds containing a quinolizine moiety, which consists of two fused pyridine rings sharing a nitrogen atom.
200	223	CHEMONT:0000223	Hydrophenanthrenes	CHEMONT:0000025	A phenanthrene derivative where at least one ring CC bond is substituted by hydrogenation.
201	224	CHEMONT:0000224	Thiadiazines	CHEMONT:0000002	Cyclic organic compounds containing a thiadiazine ring, which is a six-member unsaturated heterocycle made up of one sulfur atom and two nitrogen atoms.
202	225	CHEMONT:0000225	Nitrothiazoles	CHEMONT:0000095	Compounds containing a thiazole ring which bears a nitro group.
203	226	CHEMONT:0000226	Thiazolidines	CHEMONT:0002491	Heterocyclic compounds containing a five-member saturated aliphatic ring with one nitrogen atom, one sulfur atom, three carbon atoms.
204	227	CHEMONT:0000227	Thiazolidinones	CHEMONT:0000226	Heterocyclic compounds containing a thiazolidinone ring which bears one ketone group.
205	228	CHEMONT:0000228	Thiazolidinediones	CHEMONT:0000227	Heterocyclic compounds containing a thiazolidine ring which bears two ketone groups.
206	229	CHEMONT:0000229	Thiazolines	CHEMONT:0002490	Heterocyclic compounds containing a five-member unsaturated aliphatic ring with one nitrogen atom, one sulfur atom, three carbon atoms.
207	231	CHEMONT:0000231	Benzothiepins	CHEMONT:0000002	Organic compounds containing a benzene fused to a thiepine ring (a seven-membered ring with six carbon atoms and one sulfur atom).
208	232	CHEMONT:0000232	Dibenzothiepins	CHEMONT:0000231	Compounds containing a dibenzothiepin moiety, which consists of two benzene connected by a thiepine ring.
209	233	CHEMONT:0000233	Thiolanes	CHEMONT:0000002	Organic compounds containing thiolane, a five-member saturated ring containing four carbon atoms and a sulfur atom.
210	234	CHEMONT:0000234	Triazolones	CHEMONT:0000099	Compounds containing a triazole ring which bears a ketone group.
211	235	CHEMONT:0000235	Triazolidines	CHEMONT:0002491	Compounds containing  a five-member saturated aliphatic ring of two carbon atoms and three nitrogen atoms.
212	236	CHEMONT:0000236	Ellagic acids and derivatives	CHEMONT:0002448	Compounds containing an ellagic acid moiety (4,4',5,5',6,6'-Hexahydroxydiphenic acid 2,6,2',6'-dilactone) or a derivative thereof.
213	237	CHEMONT:0000237	Acyl monophosphates	CHEMONT:0004781	Organic compounds containing a monophosphate linked to an acyl group. They have the general structure  R-CO-P(O)(O)OH, R=H or organyl.
214	238	CHEMONT:0000238	Tannins	CHEMONT:0000261	Naturally occurring polyphenols which be categorized into four main classes: hydrolyzable tannin (based on ellagic acid or gallic acid), condensed tannins (made of oligomeric or polymeric proanthocyanidins), complex tannins (made of a catechin bound to a gallotannin or elagitannin), and phlorotannins (oligomers of phloroglucinol).
215	240	CHEMONT:0000240	Camptothecins	CHEMONT:0000279	Heterocyclic compounds comprising a planar pentacyclic ring structure, that includes a pyrrolo[3,4-beta]-quinoline moiety (rings A, B and C), conjugated pyridone moiety (ring D) and one chiral center at position 20 within the alpha-hydroxy lactone ring with (S) configuration (the E-ring).
216	242	CHEMONT:0000242	Nitroimidazoles	CHEMONT:0002310	Compounds containing an imidazole ring which bears a nitro group.
217	243	CHEMONT:0000243	Thienoimidazoles	CHEMONT:0000002	Heterocyclic compounds containing a thiophene ring fused to an imidazole ring. Thiophene is 5-membered ring consisting of four carbon atoms and one sulfur atom. Imidazole is 5-membered ring consisting of three carbon and two nitrogen centers at the 1- and 3-positions.
218	244	CHEMONT:0000244	Biotin and derivatives	CHEMONT:0000002	Organic compounds containing a ureido (tetrahydroimidizalone) ring fused with a tetrahydrothiophene ring.
219	245	CHEMONT:0000245	Purines and purine derivatives	CHEMONT:0001797	Aromatic heterocyclic compounds containing a purine moiety, which is formed a pyrimidine-ring ring fused to an imidazole ring.
220	246	CHEMONT:0000246	Hypoxanthines	CHEMONT:0000597	Compounds containing the purine derivative 1H-purin-6(9H)-one. Purine is a bicyclic aromatic compound made up of a pyrimidine ring fused to an imidazole ring.
221	247	CHEMONT:0000247	Xanthines	CHEMONT:0000245	Purine derivatives with a ketone group conjugated at carbons 2 and 6 of the purine moiety.
222	249	CHEMONT:0000249	Thioxanthines	CHEMONT:0000245	Organic polycyclic compounds containing a thioxanthine moiety, which is an aromatic bicyclic structure derived from xanthine by replacing a carbonyl group with a thiocarbonyl group.
223	250	CHEMONT:0000250	Imidazolidines	CHEMONT:0002491	Organic compounds containing an imidazolidine ring, which is a saturated ring (derived from imidazole) with two nitrogen atoms at positions 1 and 3 respectively, and containing only single bonds.
224	251	CHEMONT:0000251	Indolizidines	CHEMONT:0000002	Polycyclic compounds containing an indolizidine, which is a bicyclic heterocycle containing a saturated six-member ring fused to a saturated five-member ring, one of the bridging atoms being nitrogen.
225	252	CHEMONT:0000252	Quinuclidines	CHEMONT:0000002	Compounds containing a 1-azabicyclo[2.2.2]octane moiety.
226	253	CHEMONT:0000253	Stilbenes	CHEMONT:0000261	Organic compounds containing a 1,2-diphenylethylene moiety. Stilbenes (C6-C2-C6 ) are derived from the common phenylpropene (C6-C3) skeleton building block. The introduction of one or more hydroxyl groups  to a phenyl ring lead to stilbenoids.
227	254	CHEMONT:0000254	Ethers	CHEMONT:0000323	Compounds bearing an ether group with the formula Compounds ROR (R not H).
228	256	CHEMONT:0000256	Glycerophospholipids	CHEMONT:0000012	Derivatives of glycerophosphoric acid that contains at least one O-acyl, or O-alkyl, or O-(1-alkenyl) group attached to the glycerol residue.
229	257	CHEMONT:0000257	Sphingolipids	CHEMONT:0000012	Lipids  containing backbone of sphingoid bases (e.g. Sphinogsine, sphinganine) usually bound to a fatty acid derivative through N-acylation.
230	258	CHEMONT:0000258	Steroids and steroid derivatives	CHEMONT:0000012	Compounds based on the cyclopenta[a]phenanthrene carbon skeleton, partially or completely hydrogenated; there are usually methyl groups at C-10 and C-13, and often an alkyl group at C-17. By extension, one or more bond scissions, ring expansions and/or ring contractions of the skeleton may have occurred.
231	259	CHEMONT:0000259	Prenol lipids	CHEMONT:0000012	Lipids synthesized from the five-carbon-unit precursors isopentenyl diphosphate and dimethylallyl diphosphate.
232	260	CHEMONT:0000260	Monohydroxy bile acids, alcohols and derivatives	CHEMONT:0002194	Bile acids, alcohols or any of their derivatives bearing a hydroxyl group.
233	261	CHEMONT:0000261	Phenylpropanoids and polyketides	CHEMONT:0000000	Organic compounds that are synthesized either from the amino acid phenylalanine (phenylpropanoids) or the decarboxylative condensation of malonyl-CoA (polyketides). Phenylpropanoids are aromatic compounds based on the phenylpropane skeleton. Polyketides usually consist of alternating carbonyl and methylene groups (beta-polyketones), biogenetically derived from repeated condensation of acetyl coenzyme A (via malonyl coenzyme A), and usually the compounds derived from them by further condensations.
234	262	CHEMONT:0000262	Fatty acids and conjugates	CHEMONT:0003909	Aliphatic monocarboxylic acids with a saturated or unsaturated aliphatic tail (with at least 4 Carbon atoms).
235	264	CHEMONT:0000264	Organic acids and derivatives	CHEMONT:0000000	Compounds an organic acid or a derivative thereof.
236	265	CHEMONT:0000265	Carboxylic acids and derivatives	CHEMONT:0000264	Compounds containing a carboxylic acid group with the formula -C(=O)OH or a derivative thereof.
237	266	CHEMONT:0000266	Short-chain hydroxy acids and derivatives	CHEMONT:0000472	Hydroxy acids with an alkyl chain the contains less than 6 carbon atoms.
238	267	CHEMONT:0000267	Organohalogen compounds	CHEMONT:0000000	Organic compounds containing a bond between a carbon atom and a halogen atom (At, F, Cl, Br, I).
