#SampleID	swab_id	orig_sample_name	avg_percent_humidity	total_precipitation_in	total_precipitation_cm	weather_station	description	processing_control	control	gDNA_concentration	shotgon_library_concentration	16S_seqs	reads_used	below_threshold	extraction_plate	days_since_placement	season	geo_loc_name	soil_max_temp_c	soil_mean_temp_c	soil_min_temp_c	swab_barcode1	swab_barcode2	temp_c_max	temp_c_min	temp_c_average	time_since_death_to_cooling	tot_mass	soil_add_0c	soil_add_4c	soil_add_5c	soil_add_6c	soil_control	soil_temp_average	soil_temp_max	soil_temp_min	weight	maggot_notes	maggots	megyesi_score	megyesi_stage	notes	placement_head_direction	qiita_study_id	sample_collection_date	sample_type	sample_type_soil_control	scavenging_activity	scavenging_notes	scientific_name	sex	host_scientific_name	host_subject_id	validation_set	Testing	host_taxa_id	humidity_max	humidity_min	initial_body_condition	latitude	longitude	donor_storage	donor_storage_days	env_type	height	host_common_name	body_site	cause_of_death	country	date_of_death	days_of_decomposition	add_0c	add_0c_group	facility	add_facility	old_add_0c	old_add_4c	old_add_5c	age	ahd_humidity	ambient_max_temp_c	ambient_min_temp_c	ambient_temp_avg	approximate_age	autopsy	qiita_study	reextracted	hiseq_or_novaseq_better	shotgun_barcode_used
#q2:types	categorical	categorical	numeric	numeric	numeric	categorical	categorical	categorical	categorical	numeric	numeric	numeric	numeric	categorical	categorical	numeric	categorical	categorical	numeric	numeric	numeric	categorical	categorical	numeric	numeric	numeric	categorical	numeric	numeric	numeric	numeric	numeric	categorical	numeric	numeric	numeric	numeric	categorical	categorical	numeric	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	numeric	numeric	categorical	numeric	numeric	categorical	categorical	categorical	numeric	categorical	categorical	categorical	categorical	categorical	numeric	numeric	categorical	categorical	categorical	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	categorical	categorical	categorical	categorical	categorical
64858_S1963_L003	64858	soil.hip.UTK.K016.09.2017.Jan.20.day14	80.5	0.33	0.8382	McGhee Tyson Airport Station	soil.hip	n	n	3.156	7.963	29697	2185309	n	27	14	winter	USA:Tennessee:Knoxville				64858	64859	19.02	10.148	14.584	unknown	144	134.2875	82.2875	69.2875	56.2875	n	12.272	12.597	11.947		n	n	3	early		South	11489	1/20/17	soil	soil	y	R/L ARM	soil metagenome	male	not_applicable	K016.09	n	Train	not_applicable			fair	35.940959	-83.939774	cooled	1		172	not_applicable	soil.hip	prostate cancer	USA	1/5/17	15	148.3	active	ARF	activeARF	148.4895	102.1685	91.1685	69						n	11489	n	novaseq	64858
64856_S1958_L003	64856	soil.hip.UTK.K016.09.2017.Jan.18.day12	74.6	0.23	0.5842	McGhee Tyson Airport Station	soil.hip	n	n	1.55	13.638	32029	1763825	n	27	12	winter	USA:Tennessee:Knoxville				64856	64857	17.711	7.91	12.8105	unknown	144	109.8125	65.8125	54.8125	43.8125	n	12.92	13.134	12.706		n	n	3	early		South	11489	1/18/17	soil	soil	y	R/L ARM	soil metagenome	male	not_applicable	K016.09	n	Train	not_applicable			fair	35.940959	-83.939774	cooled	1		172	not_applicable	soil.hip	prostate cancer	USA	1/5/17	13	124.1	active	ARF	activeARF	123.8145	85.4935	76.4935	69					63	n	11489	n	novaseq	64856
64838_S1897_L003	64838	soil.hip.UTK.K016.09.2017.Jan.19.day13	73.4	0	0	McGhee Tyson Airport Station	soil.hip	n	n	1.275	3.328	0	5080282	n	29	13	winter	USA:Tennessee:Knoxville				64838	64839	14.466	5.716	10.091	unknown	144	122.0155	74.0155	62.0155	50.0155	n	12.203	12.661	11.745		n	n	3	early		South	11489	1/19/17	soil	soil	y	R/L ARM	soil metagenome	male	not_applicable	K016.09	n	Train	not_applicable			fair	35.940959	-83.939774	cooled	1		172	not_applicable	soil.hip	prostate cancer	USA	1/5/17	14	133.9	active	ARF	activeARF	133.9055	91.5845	81.5845	69					69	n	11489	n	novaseq	64838
64836_S2011_L003	64836	soil.hip.UTK.K016.09.2017.Jan.17.day11	79.8	0.02	0.0508	McGhee Tyson Airport Station	soil.hip	n	n	2.27	9.824	50425	9450469	n	25	11	winter	USA:Tennessee:Knoxville				64836	64837	17.988	10.265	14.1265	unknown	144	96.8925	56.8925	46.8925	36.8925	n	12.676	12.915	12.437		n	n	3	early		South	11489	1/17/17	soil	soil	y	R/L ARM	soil metagenome	male	not_applicable	K016.09	n	Train	not_applicable			fair	35.940959	-83.939774	cooled	1		172	not_applicable	soil.hip	prostate cancer	USA	1/5/17	12	109.7	active	ARF	activeARF	111.004	76.683	68.683	69						n	11489	n	novaseq	64836
64822_S2009_L003	64822	soil.hip.UTK.K016.09.2017.Jan.16.day10	90.3	0	0	McGhee Tyson Airport Station	soil.hip	n	n	1.138	7.368	20828	3567968	n	25	10	winter	USA:Tennessee:Knoxville				64822	64823	16.751	11.066	13.9085	unknown	144	84.2165	48.2165	39.2165	30.2165	n	12.6225	12.753	12.492		n	n	3	early		South	11489	1/16/17	soil	soil	y	R/L ARM	soil metagenome	male	not_applicable	K016.09	n	Train	not_applicable			fair	35.940959	-83.939774	cooled	1		172	not_applicable	soil.hip	prostate cancer	USA	1/5/17	11	94.1	active	ARF	activeARF	96.8775	66.5565	59.5565	69		15.9	29.1	22.6	83	n	11489	n	novaseq	64822
64820_S1621_L003	64820	soil.hip.UTK.K016.09.2017.Jan.14.day8	88.5	0.02	0.0508	McGhee Tyson Airport Station	soil.hip	n	n	2.339	5.963	26783	6406370	n	25	8	winter	USA:Tennessee:Knoxville				64820	64821	19.575	12.001	15.788	unknown	144	59.095	31.095	24.095	17.095	n	11.9205	12.241	11.6		n	n	3	early		South	11489	1/14/17	soil	soil	y	R ARM	soil metagenome	male	not_applicable	K016.09	n	Train	not_applicable			fair	35.940959	-83.939774	cooled	1		172	not_applicable	soil.hip	prostate cancer	USA	1/5/17	9	64.5	active	ARF	activeARF	67.771	45.45	40.45	69		18.2	30.8	24.3	72	n	11489	n	novaseq	64820
64802_S1978_L003	64802	soil.hip.UTK.K016.09.2017.Jan.15.day9	87.9	0.02	0.0508	McGhee Tyson Airport Station	soil.hip	n	n	4.273	5.064	35023	5901368	n	26	9	winter	USA:Tennessee:Knoxville				64802	64803	17.983	12.413	15.198	unknown	144	71.594	39.594	31.594	23.594	n	12.499	12.72	12.278		n	n	3	early		South	11489	1/15/17	soil	soil	y	R ARM	soil metagenome	male	not_applicable	K016.09	n	Train	not_applicable			fair	35.940959	-83.939774	cooled	1		172	not_applicable	soil.hip	prostate cancer	USA	1/5/17	10	80.4	active	ARF	activeARF	82.969	56.648	50.648	69					69	n	11489	n	novaseq	64802
64800_S1993_L003	64800	soil.hip.UTK.K016.09.2017.Jan.13.day7	80.7	0	0	McGhee Tyson Airport Station	soil.hip	n	n	1.2	5.565	29424	1650781	n	26	7	winter	USA:Tennessee:Knoxville				64800	64801	18.649	13.377	16.013	unknown	144	47.1745	23.1745	17.1745	11.1745	n	11.09	11.556	10.624		n	n	3	early		South	11489	1/13/17	soil	soil	n	N/A	soil metagenome	male	not_applicable	K016.09	n	Train	not_applicable			fair	35.940959	-83.939774	cooled	1		172	not_applicable	soil.hip	prostate cancer	USA	1/5/17	8	49.3	early	ARF	earlyARF	51.983	33.662	29.662	69						n	11489	n	novaseq	64800
64786_S1982_L003	64786	soil.hip.UTK.K016.09.2017.Jan.12.day6	66.1	0.02	0.0508	McGhee Tyson Airport Station	soil.hip	n	n	2.666	3.987	34169	5252647	n	26	6	winter	USA:Tennessee:Knoxville				64786	64787	19.483	11.674	15.5785	unknown	144	36.0845	16.0845	11.0845	6.0845	n	9.552	10.557	8.547		n	n	3	early		South	11489	1/12/17	soil	soil	n	N/A	soil metagenome	male	not_applicable	K016.09	n	Train	not_applicable			fair	35.940959	-83.939774	cooled	1		172	not_applicable	soil.hip	prostate cancer	USA	1/5/17	7	32.8	early	ARF	earlyARF	35.97	21.649	18.649	69					81	n	11489	n	novaseq	64786
64784_S2008_L003	64784	soil.hip.UTK.K016.09.2017.Jan.10.day4	59.3	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.796	9.99	15112	3174989	n	25	4	winter	USA:Tennessee:Knoxville				64784	64785	12.553	0	6.2765	unknown	144	19.0625	7.0625	4.0625	1.0625	n	6.1285	6.395	5.862		n	n	3	early		South	11489	1/10/17	soil	soil	n	N/A	soil metagenome	male	not_applicable	K016.09	n	Train	not_applicable			fair	35.940959	-83.939774	cooled	1		172	not_applicable	soil.hip	prostate cancer	USA	1/5/17	5	3.9	early	ARF	earlyARF	8.5945	2.2765	1.2765	69		19.1	25	21.7	83	n	11489	n	novaseq	64784
64766_S2007_L003	64766	soil.hip.UTK.K016.09.2017.Jan.11.day5	83.8	0.33	0.8382	McGhee Tyson Airport Station	soil.hip	n	n	0.791	8.018	17567	2838798	n	25	5	winter	USA:Tennessee:Knoxville				64766	64767	14.939	8.649	11.794	unknown	144	26.5325	10.5325	6.5325	2.5325	n	7.47	8.458	6.482		n	n	3	early		South	11489	1/11/17	soil	soil	n	N/A	soil metagenome	male	not_applicable	K016.09	n	Train	not_applicable			fair	35.940959	-83.939774	cooled	1		172	not_applicable	soil.hip	prostate cancer	USA	1/5/17	6	15.8	early	ARF	earlyARF	20.3885	10.0705	8.0705	69		16.7	25.7	20.6	72	n	11489	n	novaseq	64766
64764_S1989_L003	64764	soil.hip.UTK.K016.09.2017.Jan.09.day3	53.1	0	0	McGhee Tyson Airport Station	soil.hip	n	n	1.073	15.538	30952	1745376	n	26	3	winter	USA:Tennessee:Knoxville				64764	64765	4.636	0	2.318	unknown	144	12.934	4.934	2.934	0.934	n	6.0915	6.313	5.87		n	n	3	early		South	11489	1/9/17	soil	soil	n	N/A	soil metagenome	male	not_applicable	K016.09	n	Train	not_applicable			fair	35.940959	-83.939774	cooled	1		172	not_applicable	soil.hip	prostate cancer	USA	1/5/17	4	0	early	ARF	earlyARF	2.318	0	0	69		20.7	31.6	25	83	n	11489	n	novaseq	64764
64750_S1991_L003	64750	soil.hip.UTK.K016.09.2017.Jan.08.day2	64.2	0.01	0.0254	McGhee Tyson Airport Station	soil.hip	n	n	0.365	19.344	29691	1592176	n	26	2	winter	USA:Tennessee:Knoxville				64750	64751	0	0	0	unknown	144	6.8425	2.8425	1.8425	0.8425	n	6.8425	7.344	6.341		n	n	3	early		South	11489	1/8/17	soil	soil	n	N/A	soil metagenome	male	not_applicable	K016.09	n	Train	not_applicable			fair	35.940959	-83.939774	cooled	1		172	not_applicable	soil.hip	prostate cancer	USA	1/5/17	3	0	early	ARF	earlyARF	0	0	0	69					81	n	11489	n	novaseq	64750
64728_S1976_L003	64728	soil.hip.UTK.K016.07.2017.Jan.26.day20	66.8	0.36	0.9144	McGhee Tyson Airport Station	soil.hip	n	n	1.988	4.53	42543	5239144	n	26	20	winter	USA:Tennessee:Knoxville				64728	64729	14.089	3.948	9.0185	unknown	179	204.563	128.563	109.563	91.5995	n	11.522	14.089	11.202		n	n	8	active		South	11489	1/26/17	soil	soil	y	L KNEE/ L/R ARM/ L/R ARMPIT	soil metagenome	male	not_applicable	K016.07	n	Train	not_applicable			Fair	35.940959	-83.939774	cooled	3		178	not_applicable	soil.hip	MI	USA	2017.Jan.01	21	212.9	advanced	ARF	advancedARF	215.314	143.5725	126.5715	59					58	n	11489	n	novaseq	64728
64714_S1985_L003	64714	soil.hip.UTK.K016.07.2017.Jan.25.day19	83.1	0	0	McGhee Tyson Airport Station	soil.hip	n	n	1.579	8.747	28898	3444023	n	26	19	winter	USA:Tennessee:Knoxville				64714	64715	19.625	1.713	10.669	unknown	179	193.041	121.041	103.041	86.0775	n	11.19	19.625	10.597		n	n	8	active		South	11489	1/25/17	soil	soil	y	L KNEE/ L/R ARM/ L/R ARMPIT	soil metagenome	male	not_applicable	K016.07	n	Train	not_applicable			Fair	35.940959	-83.939774	cooled	3		178	not_applicable	soil.hip	MI	USA	2017.Jan.01	20	202.2	advanced	ARF	advancedARF	206.2955	138.554	122.553	59					58	n	11489	n	novaseq	64714
64713_S2247_L003	64713	soil.hip.UTK.K016.07.2017.Jan.23.day17	87.5	0.87	2.2098	McGhee Tyson Airport Station	soil.hip	n	n	4.964	4.039	37948	29569299	n	26	17	winter	USA:Tennessee:Knoxville				64712	64713	12.778	7.866	10.322	unknown	179	169.663	105.663	89.663	74.6995	n	12.716	12.778	12.603		y	y	7	active		South	11489	1/23/17	soil	soil	y	L KNEE/ L/R ARM/ L/R ARMPIT	soil metagenome	male	not_applicable	K016.07	n	Train	not_applicable			Fair	35.940959	-83.939774	cooled	3		178	not_applicable	soil.hip	MI	USA	2017.Jan.01	18	186.2	active	ARF	activeARF	186.1415	126.4	112.399	59		18.2	28.8	24.1	83	n	11489	y	novaseq	64713
64694_S1984_L003	64694	soil.hip.UTK.K016.07.2017.Jan.24.day18	76.3	0.08	0.2032	McGhee Tyson Airport Station	soil.hip	n	n	2.094	7.394	39343	3780465	n	26	18	winter	USA:Tennessee:Knoxville				64694	64695	14.764	4.206	9.485	unknown	179	181.851	113.851	96.851	80.8875	n	12.188	14.764	11.773		n	n	8	active		South	11489	1/24/17	soil	soil	y	L KNEE/ L/R ARM/ L/R ARMPIT	soil metagenome	male	not_applicable	K016.07	n	Train	not_applicable			Fair	35.940959	-83.939774	cooled	3		178	not_applicable	soil.hip	MI	USA	2017.Jan.01	19	194.1	active	ARF	activeARF	195.6265	131.885	116.884	59					95	n	11489	n	novaseq	64694
64692_S1617_L003	64692	soil.hip.UTK.K016.07.2017.Jan.22.day16	84	0.16	0.4064	McGhee Tyson Airport Station	soil.hip	n	n	2.297	4.795	11590	6772468	n	25	16	winter	USA:Tennessee:Knoxville				64692	64693	17.973	9.695	13.834	unknown	179	156.947	96.947	81.947	67.9835	n	12.536	17.973	12.25		y	y	5	early		South	11489	1/22/17	soil	soil	y	L KNEE/ L/R ARM/ R ARMPIT	soil metagenome	male	not_applicable	K016.07	n	Train	not_applicable			Fair	35.940959	-83.939774	cooled	3		178	not_applicable	soil.hip	MI	USA	2017.Jan.01	17	174.6	active	ARF	activeARF	175.8195	120.078	107.077	59						n	11489	n	novaseq	64692
64676_S1941_L003	64676	soil.hip.UTK.K016.07.2017.Jan.19.day13	73.4	0	0	McGhee Tyson Airport Station	soil.hip	n	n	1.603	14.273	36959	979882	n	28	13	winter	USA:Tennessee:Knoxville				64676	64677	14.801	5.604	10.2025	unknown	179	119.276	71.276	59.276	48.3125	n	12.5615	14.801	12.041		n	n	4	early		South	11489	1/19/17	soil	soil	y	L KNEE/ L/R ARM/ R ARMPIT	soil metagenome	male	not_applicable	K016.07	n	Train	not_applicable			Fair	35.940959	-83.939774	cooled	3		178	not_applicable	soil.hip	MI	USA	2017.Jan.01	14	133.9	active	ARF	activeARF	135.7925	92.051	82.05	59					58	n	11489	n	novaseq	64676
64658_S1613_L003	64658	soil.hip.UTK.K016.07.2017.Jan.20.day14	80.5	0.33	0.8382	McGhee Tyson Airport Station	soil.hip	n	n	3.17	5.562	21226	5870941	n	25	14	winter	USA:Tennessee:Knoxville				64658	64659	19.9	10.108	15.004	unknown	179	131.758	79.758	66.758	54.7945	n	12.482	19.9	12.137		n	n	4	early		South	11489	1/20/17	soil	soil	y	L KNEE/ L/R ARM/ R ARMPIT	soil metagenome	male	not_applicable	K016.07	n	Train	not_applicable			Fair	35.940959	-83.939774	cooled	3		178	not_applicable	soil.hip	MI	USA	2017.Jan.01	15	148.3	active	ARF	activeARF	150.7965	103.055	92.054	59					95	n	11489	n	novaseq	64658
64656_S1619_L003	64656	soil.hip.UTK.K016.07.2017.Jan.18.day12	74.6	0.23	0.5842	McGhee Tyson Airport Station	soil.hip	n	n	1.736	5.97	24102	8537533	n	25	12	winter	USA:Tennessee:Knoxville				64656	64657	17.915	7.942	12.9285	unknown	179	106.7145	62.7145	51.7145	41.751	n	13.218	17.915	13.082		n	n	3	early		South	11489	1/18/17	soil	soil	y	L KNEE/ L/R ARM	soil metagenome	male	not_applicable	K016.07	n	Train	not_applicable			Fair	35.940959	-83.939774	cooled	3		178	not_applicable	soil.hip	MI	USA	2017.Jan.01	13	124.1	active	ARF	activeARF	125.59	85.8485	76.8475	59						n	11489	n	novaseq	64656
64642_S1987_L003	64642	soil.hip.UTK.K016.07.2017.Jan.17.day11	79.8	0.02	0.0508	McGhee Tyson Airport Station	soil.hip	n	n	5.462	10.188	36537	6279279	n	26	11	winter	USA:Tennessee:Knoxville				64642	64643	17.915	10.297	14.106	unknown	179	93.4965	53.4965	43.4965	34.533	n	12.893	17.915	12.685		n	n	3	early		South	11489	1/17/17	soil	soil	y	L KNEE/ L/R ARM	soil metagenome	male	not_applicable	K016.07	n	Train	not_applicable			Fair	35.940959	-83.939774	cooled	3		178	not_applicable	soil.hip	MI	USA	2017.Jan.01	12	109.7	active	ARF	activeARF	112.6615	76.92	68.919	59		21.4	29.8	25.6	83	n	11489	y	novaseq	64642
64640_S1992_L003	64640	soil.hip.UTK.K016.07.2017.Jan.15.day9	87.9	0.02	0.0508	McGhee Tyson Airport Station	soil.hip	n	n	4.267	5.643	42310	4200958	n	26	9	winter	USA:Tennessee:Knoxville				64640	64641	17.79	12.374	15.082	unknown	179	67.7525	35.7525	27.7525	20.789	n	12.593	17.79	12.289		n	n	3	early		South	11489	1/15/17	soil	soil	y	L KNEE/L ARM	soil metagenome	male	not_applicable	K016.07	n	Train	not_applicable			Fair	35.940959	-83.939774	cooled	3		178	not_applicable	soil.hip	MI	USA	2017.Jan.01	10	80.4	active	ARF	activeARF	84.604	56.8625	50.8615	59		15.7	27.4	21.6	72	n	11489	n	novaseq	64640
64623_S2021_L003	64623	soil.hip.UTK.K016.07.2017.Jan.16.day10	90.3	0	0	McGhee Tyson Airport Station	soil.hip	n	n	8.126	5.26	45202	16770523	n	26	10	winter	USA:Tennessee:Knoxville				64622	64623	16.82	11.083	13.9515	unknown	179	80.6035	44.6035	35.6035	27.64	n	12.851	16.82	12.733		n	n	3	early		South	11489	1/16/17	soil	soil	y	L KNEE/ L/R ARM	soil metagenome	male	not_applicable	K016.07	n	Train	not_applicable			Fair	35.940959	-83.939774	cooled	3		178	not_applicable	soil.hip	MI	USA	2017.Jan.01	11	94.1	active	ARF	activeARF	98.5555	66.814	59.813	59						n	11489	y	novaseq	64623
64604_S1610_L003	64604	soil.hip.UTK.K016.07.2017.Jan.11.day5	83.8	0.33	0.8382	McGhee Tyson Airport Station	soil.hip	n	n	1.746	3.856	19127	4137888	n	25	5	winter	USA:Tennessee:Knoxville				64604	64605	15.053	8.715	11.884	unknown	179	23.6405	7.6405	3.6405	0.677	n	6.5985	15.053	5.62		n	n	3	early		South	11489	1/11/17	soil	soil	n	N/A	soil metagenome	male	not_applicable	K016.07	n	Train	not_applicable			Fair	35.940959	-83.939774	cooled	3		178	not_applicable	soil.hip	MI	USA	2017.Jan.01	6	15.8	early	ARF	earlyARF	22.0855	10.344	8.343	59					81	n	11489	n	novaseq	64604
64586_S1616_L003	64586	soil.hip.UTK.K016.07.2017.Jan.12.day6	66.1	0.02	0.0508	McGhee Tyson Airport Station	soil.hip	n	n	1.753	5.572	24571	5325911	n	25	6	winter	USA:Tennessee:Knoxville				64586	64587	19.719	11.219	15.469	unknown	179	32.4805	12.4805	7.4805	3.517	n	8.84	19.719	7.577		n	n	3	early		South	11489	1/12/17	soil	soil	n	N/A	soil metagenome	male	not_applicable	K016.07	n	Train	not_applicable			Fair	35.940959	-83.939774	cooled	3		178	not_applicable	soil.hip	MI	USA	2017.Jan.01	7	32.8	early	ARF	earlyARF	37.5545	21.813	18.812	59						n	11489	n	novaseq	64586
64584_S2010_L003	64584	soil.hip.UTK.K016.07.2017.Jan.10.day4	59.3	0	0	McGhee Tyson Airport Station	soil.hip	n	n	2.15	6.643	26482	7241777	n	25	4	winter	USA:Tennessee:Knoxville				64584	64585	12.918	0	6.459	unknown	179	17.042	5.042	2.042	0.0785	n	5.4345	12.918	5.249		n	n	3	early		South	11489	1/10/17	soil	soil	n	N/A	soil metagenome	male	not_applicable	K016.07	n	Train	not_applicable			Fair	35.940959	-83.939774	cooled	3		178	not_applicable	soil.hip	MI	USA	2017.Jan.01	5	3.9	early	ARF	earlyARF	10.2015	2.46	1.459	59		17.2	26.5	22	83	n	11489	n	novaseq	64584
64568_S1611_L003	64568	soil.hip.UTK.K016.07.2017.Jan.06.day1	77	0	0	McGhee Tyson Airport Station	soil.hip	n	n	1.826	5.642	14890	6432817	n	25	0	winter	USA:Tennessee:Knoxville				64568	64569	5.14	0	2.57	unknown	179	0	0	0	0	n	3.6105	5.14	0		n	n	3	day0		South	11489	1/6/17	soil	soil	n	N/A	soil metagenome	male	not_applicable	K016.07	n	Train	not_applicable			Fair	35.940959	-83.939774	cooled	3		178	not_applicable	soil.hip	MI	USA	2017.Jan.01	1	0	day0	ARF	day0ARF	0	0	0	59						n	11489	n	novaseq	64568
64550_S1620_L003	64550	soil.hip.UTK.K016.07.2017.Jan.08.day2	64.2	0.01	0.0254	McGhee Tyson Airport Station	soil.hip	n	n	1.465	10.312	24084	7331376	n	25	2	winter	USA:Tennessee:Knoxville				64550	64551	0.87	0	0.435	unknown	179	6.0785	2.0785	1.0785	0.0785	n	6.0785	0.87	5.744		n	n	3	early		South	11489	1/8/17	soil	soil	n	N/A	soil metagenome	male	not_applicable	K016.07	n	Train	not_applicable			Fair	35.940959	-83.939774	cooled	3		178	not_applicable	soil.hip	MI	USA	2017.Jan.01	3	0	early	ARF	earlyARF	0.435	0	0	59					95	n	11489	n	novaseq	64550
64548_S1996_L003	64548	soil.hip.UTK.K016.08.2017.Jan.27.day21	61	0	0	McGhee Tyson Airport Station	soil.hip	n	n	3.177	6.128	37613	3806287	n	26	21	winter	USA:Tennessee:Knoxville				64548	64549	4.258	1.034	2.646	unknown	169	223.506	143.506	136.7985	119.7115	n	11.1295	11.934	10.325		n	n	9	active		South	11489	1/27/17	soil	soil	y	GROIN/ L LEG/ L/R EYES/ R ARM	soil metagenome	male	not_applicable	K016.08	y	Test	not_applicable			Fair	35.940959	-83.939774	cooled	3		176	not_applicable	soil.hip	lung cancer	USA	12/30/16	22	215.9	advanced	ARF	advancedARF	233.304	154.859	136.7985	63					81	n	11489	n	novaseq	64548
64534_S1994_L003	64534	soil.hip.UTK.K016.08.2017.Jan.26.day20	66.8	0.36	0.9144	McGhee Tyson Airport Station	soil.hip	n	n	3.002	7.129	39305	4158198	n	26	20	winter	USA:Tennessee:Knoxville				64534	64535	15.433	3.89	9.6615	unknown	169	212.3765	136.3765	136.7985	119.7115	n	12.164	12.451	11.877		n	n	9	active		South	11489	1/26/17	soil	soil	y	GROIN/ L LEG/ L/R EYES/ R ARM	soil metagenome	male	not_applicable	K016.08	y	Test	not_applicable			Fair	35.940959	-83.939774	cooled	3		176	not_applicable	soil.hip	lung cancer	USA	12/30/16	21	212.9	advanced	ARF	advancedARF	230.658	154.859	136.7985	63						n	11489	n	novaseq	64534
64532_S1880_L003	64532	soil.hip.UTK.K016.08.2017.Jan.24.day18	76.3	0.08	0.2032	McGhee Tyson Airport Station	soil.hip	n	n	5.833	1.634	56571	550330	n	29	18	winter	USA:Tennessee:Knoxville				64532	64533	22.08	4.265	13.1725	unknown	169	188.466	120.466	124.3045	109.2175	n	12.529	12.904	12.154		n	n	9	active		South	11489	1/24/17	soil	soil	y	GROIN/ L LEG/ L/R EYES/ R ARM	soil metagenome	male	not_applicable	K016.08	y	Test	not_applicable			Fair	35.940959	-83.939774	cooled	3		176	not_applicable	soil.hip	lung cancer	USA	12/30/16	19	194.1	active	ARF	activeARF	208.164	140.365	124.3045	63						n	11489	n	novaseq	64532
64512_S1882_L003	64512	soil.hip.UTK.K016.08.2017.Jan.23.day17	87.5	0.87	2.2098	McGhee Tyson Airport Station	soil.hip	n	n	2.698	2.452	90420	725443	n	29	17	winter	USA:Tennessee:Knoxville				64512	64513	12.736	7.847	10.2915	unknown	169	175.937	111.937	116.132	102.045	n	12.996	13.15	12.842		n	n	9	active		South	11489	1/23/17	soil	soil	y	GROIN/ L LEG/ L/R EYES/ R ARM	soil metagenome	male	not_applicable	K016.08	y	Test	not_applicable			Fair	35.940959	-83.939774	cooled	3		176	not_applicable	soil.hip	lung cancer	USA	12/30/16	18	186.2	active	ARF	activeARF	194.9915	131.1925	116.132	63					95	n	11489	n	novaseq	64512
64498_S1934_L003	64498	soil.hip.UTK.K016.08.2017.Jan.22.day16	84	0.16	0.4064	McGhee Tyson Airport Station	soil.hip	n	n	5.516	3.572	49718	4111656	n	28	16	winter	USA:Tennessee:Knoxville				64498	64499	18.229	9.778	14.0035	unknown	169	162.941	102.941	110.8405	97.7535	n	12.8355	13.15	12.521		n	n	8	active		South	11489	1/22/17	soil	soil	y	GROIN/ L LEG/ L/R EYES/ R ARM	soil metagenome	male	not_applicable	K016.08	y	Test	not_applicable			Fair	35.940959	-83.939774	cooled	3		176	not_applicable	soil.hip	lung cancer	USA	12/30/16	17	174.6	active	ARF	activeARF	184.7	124.901	110.8405	63		15.7	26.6	21.5	83	n	11489	y	novaseq	64498
64496_S1946_L003	64496	soil.hip.UTK.K016.08.2017.Jan.20.day14	80.5	0.33	0.8382	McGhee Tyson Airport Station	soil.hip	n	n	3.357	7.968	44119	2174986	n	28	14	winter	USA:Tennessee:Knoxville				64496	64497	23.117	10.029	16.573	unknown	169	137.164	85.164	95.8375	84.7505	n	12.7765	13.179	12.374		n	n	4	early		South	11489	1/20/17	soil	soil	y	GROIN/ L LEG/ L/R EYES/ R ARM	soil metagenome	male	not_applicable	K016.08	y	Test	not_applicable			Fair	35.940959	-83.939774	cooled	3		176	not_applicable	soil.hip	lung cancer	USA	12/30/16	15	148.3	active	ARF	activeARF	159.966	107.898	95.8375	63					58	n	11489	n	novaseq	64496
64479_S2030_L003	64479	soil.hip.UTK.K016.08.2017.Jan.21.day15	86.7	0	0	McGhee Tyson Airport Station	soil.hip	n	n	6.695	4.601	44965	18137852	n	28	15	winter	USA:Tennessee:Knoxville				64478	64479	13.489	8.517	11.003	unknown	169	150.1055	94.1055	101.8405	89.7535	n	12.9415	13.203	12.68		n	n	6	early		South	11489	1/21/17	soil	soil	y	GROIN/ L LEG/ L/R EYES/ R ARM	soil metagenome	male	not_applicable	K016.08	y	Test	not_applicable			Fair	35.940959	-83.939774	cooled	3		176	not_applicable	soil.hip	lung cancer	USA	12/30/16	16	161	active	ARF	activeARF	170.969	114.901	101.8405	63						n	11489	y	novaseq	64479
64476_S1932_L003	64476	soil.hip.UTK.K016.08.2017.Jan.19.day13	73.4	0	0	McGhee Tyson Airport Station	soil.hip	n	n	1.512	21.652	35638	818840	n	28	13	winter	USA:Tennessee:Knoxville				64476	64477	14.94	5.525	10.2325	unknown	169	124.3875	76.3875	84.2645	74.1775	n	12.6685	13.198	12.139		n	n	4	early		South	11489	1/19/17	soil	soil	y	GROIN/ L LEG/ L/R EYES/ R ARM	soil metagenome	male	not_applicable	K016.08	y	Test	not_applicable			Fair	35.940959	-83.939774	cooled	3		176	not_applicable	soil.hip	lung cancer	USA	12/30/16	14	133.9	active	ARF	activeARF	143.393	95.325	84.2645	63						n	11489	n	novaseq	64476
